name,email,date_of_birth,mobile_no,is_valid_date,is_valid_email,is_valid_name,is_valid_phone,above_18
Jason Conway,Jason_Conway@salinas.com,25-08-2009,26369799,True,True,True,True,False
Nathan Reid,Nathan_Reid@warner.com,09-05-2014,6270027,True,True,True,False,False
Amy Klein,Amy_Klein@williamson.net,1987/07/17,7759424,True,True,True,False,True
Victoria Johnson,Victoria_Johnson@conley.com,1965/03/07,99921,True,True,True,False,True
Sara Adams,Sara_Adams@gutierrez-wilson.info,20-11-1992,141423,True,False,True,False,True
Charles Reid,Charles_Reid@willis.info,2003-07-07,61296,True,False,True,False,True
Angela Davis,Angela_Davis@jones-morgan.com,1961/04/18,6580001,True,True,True,False,True
Brittany Nicholson,Brittany_Nicholson@carlson-wade.com,04/15/1992,4524605,True,True,True,False,True
William Dunn,William_Dunn@wilkins.info,01-01-1957,57063847,True,False,True,True,True
Jon James,Jon_James@owens.biz,20-01-1975,53852103,True,False,True,True,True
Martin Robinson,Martin_Robinson@gray.info,1992-02-17,74866,True,False,True,False,True
Lindsay Brewer,Lindsay_Brewer@brown-stewart.info,18-08-1953,38137071,True,False,True,True,True
Christopher Mitchell,Christopher_Mitchell@blair.net,2008/04/06,70452735,True,True,True,True,False
Nathaniel Kelly,Nathaniel_Kelly@barron.info,1990/10/31,575673,True,False,True,False,True
Jesus Martinez,Jesus_Martinez@hunt-nichols.com,24-04-2006,98146,True,True,True,False,False
Mark Kim,Mark_Kim@martinez.biz,11-01-2008,3036839,True,False,True,False,False
Kimberly Mccullough,Kimberly_Mccullough@cantu.com,1989/09/01,209511,True,True,True,False,True
Kevin Richardson,Kevin_Richardson@wheeler.com,1989/07/18,27436,True,True,True,False,True
Kim Kramer,Kim_Kramer@dominguez.com,05/07/1986,965793,True,True,True,False,True
Shelly Warren,Shelly_Warren@patterson-knight.info,08-12-1956,11973823,True,False,True,True,True
Rebecca Pearson,Rebecca_Pearson@davis.org,2000/11/13,68566,True,False,True,False,True
Thomas Turner,Thomas_Turner@boyer-santos.info,1973/05/28,12514951,True,False,True,True,True
Kimberly Aguilar,Kimberly_Aguilar@gilmore.info,06/07/1963,61041,True,False,True,False,True
 Parker Chandler ,Parker_Chandler@barnes.com,1985-04-09,365589,True,True,True,False,True
Patricia Jordan,Patricia_Jordan@robbins.net,2014-10-05,49578007,True,True,True,True,False
Edward Pearson,Edward_Pearson@hester-richardson.info,1988-02-27,49439343,True,False,True,True,True
Thomas Guzman,Thomas_Guzman@taylor.net,1950/03/31,30646,True,True,True,False,True
Christina Lewis,Christina_Lewis@dougherty.com,1991-11-10,425109,True,True,True,False,True
Nicole Green,Nicole_Green@green.info,1975-11-14,624039,True,False,True,False,True
Sandra Ayers,Sandra_Ayers@flowers.com,07/13/1963,260007,True,True,True,False,True
Kimberly Gould,Kimberly_Gould@smith.com,2010/09/25,51456,True,True,True,False,False
Cory Johnson,Cory_Johnson@bishop.info,12/29/1984,16831,True,False,True,False,True
Lisa Butler,Lisa_Butler@caldwell.net,1981/08/20,39281,True,True,True,False,True
Stephanie Gomez,Stephanie_Gomez@marks.com,1992/02/14,778365,True,True,True,False,True
Dennis Figueroa,Dennis_Figueroa@kidd-hernandez.com,1950-05-13,74466,True,True,True,False,True
Michelle Spencer,Michelle_Spencer@norman.biz,1962/09/24,2241310,True,False,True,False,True
Austin Zuniga,Austin_Zuniga@cline-tucker.com,08-04-1957,7639906,True,True,True,False,True
Sarah Mora,Sarah_Mora@neal.com,1955-09-10,72556,True,True,True,False,True
 David Brown,David_Brown@harding.org,1997/11/26,2764749,True,False,True,False,True
Regina Smith,Regina_Smith@norris-brown.org,1954-07-01,69281,True,False,True,False,True
John Gardner,John_Gardner@heath.com,19-02-1980,3945712,True,True,True,False,True
Vanessa Alvarez,Vanessa_Alvarez@allen.org,2000/09/24,42263183,True,False,True,True,True
Michael Wu,Michael_Wu@gutierrez.com,30-11-2004,29225607,True,True,True,True,False
Jenny Fox,Jenny_Fox@ross.com,1978/10/18,8239141,True,True,True,False,True
Elizabeth Cole,Elizabeth_Cole@kaufman-zavala.com,2003-02-17,702021,True,True,True,False,True
Justin Holmes,Justin_Holmes@davis.biz,12/15/1993,6934432,True,False,True,False,True
Steve Carey,Steve_Carey@smith.biz,2014-09-15,754287,True,False,True,False,False
Ryan Miller,Ryan_Miller@williams.net,1974/07/17,159111,True,True,True,False,True
Alvin Blair,Alvin_Blair@walton.biz,1952/11/22,657699,True,False,True,False,True
John Pearson,John_Pearson@golden.com,1957/01/30,52606,True,True,True,False,True
Marcus Mejia,Marcus_Mejia@brooks.net,07-07-1975,9450169,True,True,True,False,True
Antonio Simon,Antonio_Simon@wang-larsen.net,08-07-2009,62936,True,True,True,False,False
Maria Mccall,Maria_Mccall@watts.com,2017/12/05,3879842,True,True,True,False,False
Linda Robinson,Linda_Robinson@farmer.com,07/24/2001,917355,True,True,True,False,True
Emily Rodriguez,Emily_Rodriguez@gardner.biz,16-07-1991,177843,True,False,True,False,True
 Samantha Morrison,Samantha_Morrison@hamilton-wilson.net,11/20/1961,8583856,True,True,True,False,True
Johnny Clark,Johnny_Clark@phillips-phillips.com,1987/01/02,81701,True,True,True,False,True
Brandon Hanson,Brandon_Hanson@walker.com,1967-05-09,67926,True,True,True,False,True
Dana Mcclain,Dana_Mcclain@jackson.org,28-04-2009,14366295,True,False,True,True,False
Christine Ramos,Christine_Ramos@hanson.biz,11/28/1992,661173,True,False,True,False,True
Melissa Gibson,Melissa_Gibson@wheeler-cunningham.com,02/20/2013,8002891,True,True,True,False,False
Michael Fernandez,Michael_Fernandez@hill-burgess.com,04/28/1986,3201052,True,True,True,False,True
Karen Woods,Karen_Woods@nelson.info,21-02-2008,25321,True,False,True,False,False
Alexander Cook,Alexander_Cook@williams.org,16-11-1972,421131,True,False,True,False,True
Michelle Hale,Michelle_Hale@evans.biz,1978-10-21,4280893,True,False,True,False,True
Dawn Perez,Dawn_Perez@carroll.info,11-11-1955,557427,True,False,True,False,True
Michael Smith,Michael_Smith@mccarthy-hayes.info,04/24/1968,1363 8487,True,False,True,True,True
Pamela Willis,Pamela_Willis@fitzgerald.com,1969-03-16,614373,True,True,True,False,True
Tracy Coleman,Tracy_Coleman@thomas.com,1997-04-07,61371,True,True,True,False,True
Amanda Jones,Amanda_Jones@klein.com,06/02/2010,17256,True,True,True,False,False
Alexis Bradford,Alexis_Bradford@steele.com,2001-09-29,6019490,True,True,True,False,True
Eric Elliott,Eric_Elliott@anderson-ellison.com,1986-03-30,63151,True,True,True,False,True
Rhonda White,Rhonda_White@arellano.com,1990/10/12,724107,True,True,True,False,True
Annette Kaufman,Annette_Kaufman@schultz-williams.org,1997-06-29,67241,True,False,True,False,True
Kenneth Brown,Kenneth_Brown@olson-lee.org,01/25/2006,385581,True,False,True,False,False
Joshua Brown,Joshua_Brown@zhang.com,02/20/1992,167415,True,True,True,False,True
Monique Thompson,Monique_Thompson@davis.biz,07/15/1996,6967 1135,True,False,True,True,True
Tammy Anderson,Tammy_Anderson@turner.com,1970-01-17,566985,True,True,True,False,True
Robert Foster,Robert_Foster@williams.com,22-12-1964,973749,True,True,True,False,True
Phillip White,Phillip_White@davis.com,1993-03-03,43136,True,True,True,False,True
Jeffrey Reeves,Jeffrey_Reeves@howard.org,19-12-2005,11451,True,False,True,False,False
Michelle Dodson,Michelle_Dodson@wright.net,01-03-2013,180753,True,True,True,False,False
Deborah Carter,Deborah_Carter@collins.com,2013/03/01,45711759,True,True,True,True,False
Donna Lloyd,Donna_Lloyd@newton-reynolds.info,02/06/1956,124611,True,False,True,False,True
Jason Brown,Jason_Brown@lamb.net,2014/10/07,68172735,True,True,True,True,False
Loretta Haynes,Loretta_Haynes@stewart.info,1989/12/15,73871583,True,False,True,True,True
Ryan Vaughn,Ryan_Vaughn@rodriguez.com,1960-11-29,46011,True,True,True,False,True
Dan Smith,Dan_Smith@henry.com,11/26/1996,133353,True,True,True,False,True
Alex Brown,Alex_Brown@paul.biz,03/07/2017,5419 1187,True,False,True,True,False
Ethan Lee,Ethan_Lee@adkins.com,2012-12-22,48261,True,True,True,False,False
Jose Martinez,Jose_Martinez@martin.com,1995-09-24,65941,True,True,True,False,True
Alejandra Strickland,Alejandra_Strickland@ward-johnson.net,1957/02/22,3464644,True,True,True,False,True
Paula Gregory,Paula_Gregory@sanders.com,02-03-1967,36121,True,True,True,False,True
Joseph Lozano,Joseph_Lozano@bruce.com,1982/02/21,659385,True,True,True,False,True
 Dean Thomas,Dean_Thomas@sanchez.org,03-07-2015,39676,True,False,True,False,False
Madison Richardson,Madison_Richardson@sullivan-riggs.com,19-06-1962,668097,True,True,True,False,True
Kelly Buchanan,Kelly_Buchanan@day-smith.com,14-03-2001,96741,True,True,True,False,True
Robert Brown,Robert_Brown@arroyo-jennings.com,2010/01/12,85795927,True,True,True,True,False
Felicia Sawyer,Felicia_Sawyer@vega.com,2006/03/31,144165,True,True,True,False,False
Julian Edwards,Julian_Edwards@brown-peterson.com,23-08-1956,91021,True,True,True,False,True
David Salazar,David_Salazar@butler.com,12/11/2017,302277,True,True,True,False,False
Joshua Williams,Joshua_Williams@hardy.com,22-04-1969,373557,True,True,True,False,True
Daniel Yoder,Daniel_Yoder@brown.net,11-11-2017,4431925,True,True,True,False,False
Daniel Nelson,Daniel_Nelson@cooper-robinson.com,1985-07-10,5908778,True,True,True,False,True
Gary White,Gary_White@casey.org,09/03/1993,71301,True,False,True,False,True
Jason Campbell,Jason_Campbell@smith-roach.com,1954/10/10,93071,True,True,True,False,True
Elizabeth Watson,Elizabeth_Watson@humphrey-cox.com,2014/10/16,4912503,True,True,True,False,False
Kenneth Wright,Kenneth_Wright@fox.com,03-05-1962,59641,True,True,True,False,True
David Clark,David_Clark@short-christian.com,2007/02/04,54461,True,True,True,False,False
Beverly Leon,Beverly_Leon@vance.info,11/08/1993,5063 8447,True,False,True,True,True
 Robert Wright,Robert_Wright@davis-miller.net,1964/02/08,77211,True,True,True,False,True
Derrick Wells,Derrick_Wells@bowman.org,1954-06-17,1455574,True,False,True,False,True
Devin Neal,Devin_Neal@graham.org,2013/05/26,969225,True,False,True,False,False
Linda Baker,Linda_Baker@moran.info,04-10-1995,23696,True,False,True,False,True
Amanda Ray,Amanda_Ray@miller.com,21-08-2015,67585215,True,True,True,True,False
Bruce Williams,Bruce_Williams@foster.biz,1969-07-28,8124901,True,False,True,False,True
Amy Castillo,Amy_Castillo@brooks-mcintyre.com,03/30/1963,8119042,True,True,True,False,True
Kyle Turner,Kyle_Turner@wright-williams.com,26-11-2004,54311,True,True,True,False,False
Steven Mason,Steven_Mason@fischer-nelson.info,1962-11-12,342939,True,False,True,False,True
Kimberly Kelly,Kimberly_Kelly@smith-davis.com,2004/04/03,97604615,True,True,True,True,False
Melissa Ellis,Melissa_Ellis@gonzalez-miranda.com,1988-09-07,243687,True,True,True,False,True
Mark Mcmillan,Mark_Mcmillan@young.com,1952-04-29,8910910,True,True,True,False,True
Erin Bautista,Erin_Bautista@kline.com,01/28/1979,7454014,True,True,True,False,True
Joseph Holt,Joseph_Holt@ward-williams.info,1985/04/10,778737,True,False,True,False,True
Dean Foster,Dean_Foster@harrell-ortiz.biz,1991-09-08,244989,True,False,True,False,True
Luis Smith,Luis_Smith@lewis.com,06/15/2008,6927 9743,True,True,True,True,False
Nicholas Hughes,Nicholas_Hughes@reed-wilson.org,1962/04/08,27277679,True,False,True,True,True
Alexis Marshall,Alexis_Marshall@ortiz.com,11/07/2018,372087,True,True,True,False,False
Nathan Jones,Nathan_Jones@hess.net,2002/06/07,61001,True,True,True,False,True
Debra Jordan,Debra_Jordan@parrish-chen.com,02/04/1995,656019,True,True,True,False,True
Billy Rose,Billy_Rose@green.com,1990-02-22,93601,True,True,True,False,True
Amber Stephens,Amber_Stephens@allen-garcia.com,02-10-2009,57151,True,True,True,False,False
Sandra Williamson ,Sandra_Williamson@dixon.info,1966/08/21,824961,True,False,True,False,True
Mikayla Wiggins,Mikayla_Wiggins@murphy.info,1967-04-28,5378864,True,False,True,False,True
Wesley Lowery,Wesley_Lowery@suarez.biz,1998/06/20,33838415,True,False,True,True,True
Brandon Cruz,Brandon_Cruz@gutierrez.info,24-01-1995,258783,True,False,True,False,True
Tracy York,Tracy_York@buchanan.com,07-12-1997,185859,True,True,True,False,True
Jessica Adams,Jessica_Adams@berry.biz,08/29/2006,5407 4899,True,False,True,True,False
Diana Flores,Diana_Flores@hill.com,2006/01/25,24605159,True,True,True,True,False
Anthony Brooks,Anthony_Brooks@munoz.com,2008-05-06,67481,True,True,True,False,False
Joan Cruz,Joan_Cruz@webb-howe.net,08-07-1953,48606,True,True,True,False,True
Lauren Ray,Lauren_Ray@jenkins.org,02/08/1954,943671,True,False,True,False,True
Robert Fisher,Robert_Fisher@franklin-lee.com,1967-04-13,879579,True,True,True,False,True
Christopher Clark,Christopher_Clark@ramos.biz,10/08/1988,36611,True,False,True,False,True
Leah Palmer,Leah_Palmer@roman.biz,03/20/1969,774171,True,False,True,False,True
Erin Campbell,Erin_Campbell@koch-johnson.com,2000-06-22,11156,True,True,True,False,True
Michael Smith,Michael_Smith@long.com,2008-03-05,13581,True,True,True,False,False
Carolyn Gonzalez,Carolyn_Gonzalez@walsh.com,06/20/1957,19666,True,True,True,False,True
Evan Jackson,Evan_Jackson@duke.com,15-05-1982,31141,True,True,True,False,True
Corey Mitchell,Corey_Mitchell@turner-thompson.org,1956/03/02,65463735,True,False,True,True,True
Angela Lopez,Angela_Lopez@flynn-moore.org,26-04-2010,40176,True,False,True,False,False
Mariah Jones,Mariah_Jones@butler-murphy.com,1961-02-03,2175027,True,True,True,False,True
Melissa Yates,Melissa_Yates@baxter-kaiser.com,10/15/1970,67396,True,True,True,False,True
Chad Hill ,Chad_Hill@murphy.biz,2003-10-07,19026,True,False,True,False,True
Dalton Marshall,Dalton_Marshall@perez.com,2005/06/22,75676,True,True,True,False,False
Megan Davis,Megan_Davis@bonilla.com,2018-12-05,856173,True,True,True,False,False
Jay Hunt,Jay_Hunt@villanueva-estrada.org,15-06-2009,71646,True,False,True,False,False
Craig Brady,Craig_Brady@lee-smith.com,1997-09-10,70746,True,True,True,False,True
James Cooper,James_Cooper@brewer-evans.com,1955-05-02,15721,True,True,True,False,True
Timothy Cabrera,Timothy_Cabrera@mcdonald-smith.net,1998/04/29,324453,True,True,True,False,True
Justin Kemp,Justin_Kemp@morton.biz,28-12-1996,9080065,True,False,True,False,True
Sean Roach,Sean_Roach@campbell-boyd.info,08/05/1993,3135252,True,False,True,False,True
Jeffery Steele,Jeffery_Steele@gutierrez.com,1979/05/22,449853,True,True,True,False,True
Albert Sellers,Albert_Sellers@gonzalez.com,08/27/2012,9135232,True,True,True,False,False
Jennifer Snyder,Jennifer_Snyder@allen-hernandez.com,1994/08/05,4231046,True,True,True,False,True
John Scott,John_Scott@rodgers.com,25-12-2018,88527399,True,True,True,True,False
Gabrielle Brown ,Gabrielle_Brown@curtis.org,06/26/1998,6128914,True,False,True,False,True
Devon Ramsey,Devon_Ramsey@wilson-sanchez.info,2005-08-03,181269,True,False,True,False,False
Linda Palmer,Linda_Palmer@collins-garrett.com,01/20/2012,66506,True,True,True,False,False
Laura Vargas,Laura_Vargas@myers.net,1951-06-29,44031,True,True,True,False,True
Felicia Stewart,Felicia_Stewart@castaneda-hines.com,24-06-1950,764061,True,True,True,False,True
Antonio Lewis,Antonio_Lewis@robinson-sullivan.info,11/03/2018,7496112,True,False,True,False,False
Andrew Nielsen,Andrew_Nielsen@cole.com,11/13/1982,287115,True,True,True,False,True
Lindsay Carpenter,Lindsay_Carpenter@hernandez.info,1962-03-08,25691,True,False,True,False,True
Chris Stewart,Chris_Stewart@lyons.net,2004-11-09,619833,True,True,True,False,False
Robert Moore,Robert_Moore@collins.com,03/17/1950,1399812,True,True,True,False,True
Timothy Ray,Timothy_Ray@torres.biz,27-01-1962,353613,True,False,True,False,True
Scott Day,Scott_Day@robinson.info,07/27/2017,32726,True,False,True,False,False
Nathaniel Armstrong,Nathaniel_Armstrong@williams-medina.net,1960/10/04,50026,True,True,True,False,True
Amanda Brown,Amanda_Brown@martinez.com,18-04-2010,36636,True,True,True,False,False
Kim Howell,Kim_Howell@rice-avery.biz,02/01/2009,4811794,True,False,True,False,False
Kristin Lindsey,Kristin_Lindsey@dennis.com,1963-07-02,73341,True,True,True,False,True
Erin Flowers,Erin_Flowers@smith.com,2007-07-03,962571,True,True,True,False,False
Samuel Anderson,Samuel_Anderson@white-bryant.com,2016-09-06,83338023,True,True,True,True,False
Jennifer Burke ,Jennifer_Burke@sampson-davis.com,10/09/1981,9728258,True,True,True,False,True
Kelly Douglas,Kelly_Douglas@walton.com,1988-11-04,2470602,True,True,True,False,True
Nancy Marshall,Nancy_Marshall@wood.net,1972/06/20,7573700,True,True,True,False,True
Jorge Johnson,Jorge_Johnson@sanchez.com,1967-02-24,66181,True,True,True,False,True
Amy French,Amy_French@castro.com,05/09/2005,290895,True,True,True,False,False
Virginia Chambers ,Virginia_Chambers@lewis.com,1982/02/04,1259959,True,True,True,False,True
Mary Pollard,Mary_Pollard@francis.com,21-09-1985,977979,True,True,True,False,True
Edward Norris,Edward_Norris@harris-long.info,10/14/2010,820179,True,False,True,False,False
Deborah Bailey,Deborah_Bailey@shaw.com,1987-12-23,750429,True,True,True,False,True
Jennifer Jones,Jennifer_Jones@hall.org,2011-04-23,20526,True,False,True,False,False
Sonya Griffith,Sonya_Griffith@harris.com,28-04-2006,30409567,True,True,True,True,False
Patrick Gallagher,Patrick_Gallagher@higgins.com,1986/12/16,391455,True,True,True,False,True
Jonathan Miller,Jonathan_Miller@rodgers-sanchez.info,1990/03/02,4791452,True,False,True,False,True
Heather Ballard,Heather_Ballard@armstrong.net,1952/01/25,84416,True,True,True,False,True
Andre Manning,Andre_Manning@reeves-marshall.com,12-08-2004,66456055,True,True,True,True,False
Ashley Soto,Ashley_Soto@yoder.com,2006/11/04,76666,True,True,True,False,False
 Elizabeth Clark,Elizabeth_Clark@parker.net,2017/08/26,17305399,True,True,True,True,False
Patricia Young,Patricia_Young@sims.biz,2002/07/28,11131,True,False,True,False,True
Marisa Campbell,Marisa_Campbell@wilkinson-scott.org,1953/12/09,654831,True,False,True,False,True
Timothy Davis,Timothy_Davis@johnson-brooks.com,10/17/1959,8064414,True,True,True,False,True
Mitchell Ibarra,Mitchell_Ibarra@cole.com,10/30/1984,76251,True,True,True,False,True
Chelsea Chen,Chelsea_Chen@coleman-haney.biz,04-05-1987,63416567,True,False,True,True,True
Paul Taylor,Paul_Taylor@allen-larson.net,26-10-1955,13786,True,True,True,False,True
Henry Roach,Henry_Roach@newman.com,06/14/1956,71356,True,True,True,False,True
Thomas Mcclain,Thomas_Mcclain@shields.com,2014/05/16,4416952,True,True,True,False,False
Paul Stein,Paul_Stein@ramirez.org,07/08/1977,1978278,True,False,True,False,True
Susan Christensen,Susan_Christensen@anderson.com,1975-05-04,326721,True,True,True,False,True
Crystal Brown,Crystal_Brown@barnes.com,1973/03/14,8176519,True,True,True,False,True
Crystal Lowe,Crystal_Lowe@andrews.com,1994/11/30,598563,True,True,True,False,True
Brian Baker,Brian_Baker@martinez-jenkins.com,24-05-2000,5431329,True,True,True,False,True
Molly Fischer,Molly_Fischer@johnson-ramirez.com,1987/10/17,34941,True,True,True,False,True
Mark Green,Mark_Green@lucas-barnes.com,17-04-1968,68661,True,True,True,False,True
Karen Davis,Karen_Davis@roy-jones.biz,1998-09-30,4794070,True,False,True,False,True
Joanna Figueroa,Joanna_Figueroa@bowen-soto.com,1957-01-29,52951,True,True,True,False,True
Paula Barker,Paula_Barker@melendez-hill.com,25-05-1992,63086,True,True,True,False,True
Adam White,Adam_White@doyle.com,1999/01/15,86506,True,True,True,False,True
Melinda Fitzpatrick,Melinda_Fitzpatrick@davis.info,04/08/1962,3211 3511,True,False,True,True,True
Victoria Moore,Victoria_Moore@ramirez.biz,01/16/1992,6323 2827,True,False,True,True,True
Timothy Clark,Timothy_Clark@richardson.com,2013-06-13,3589755,True,True,True,False,False
Nathaniel Wells,Nathaniel_Wells@morris.net,12/19/1958,250749,True,True,True,False,True
Cindy Pitts,Cindy_Pitts@harris-craig.org,05/02/1986,5364255,True,False,True,False,True
Travis Johnson,Travis_Johnson@miller-rivera.org,1996/08/05,56146735,True,False,True,True,True
Nichole Townsend,Nichole_Townsend@romero.info,1997-06-06,1175259,True,False,True,False,True
Jessica Allen,Jessica_Allen@flynn.com,31-10-1966,270669,True,True,True,False,True
Charles Wright,Charles_Wright@wilson-huff.com,21-04-2009,361641,True,True,True,False,False
Julie Castillo,Julie_Castillo@dodson-park.biz,01/09/1980,86306,True,False,True,False,True
Robert Young,Robert_Young@bryan.biz,2001-05-29,8980161,True,False,True,False,True
Randy Bauer,Randy_Bauer@morgan.org,01/01/2012,3405788,True,False,True,False,False
Christopher Bright,Christopher_Bright@campbell.biz,10/19/1966,3823527,True,False,True,False,True
Maria Reyes,Maria_Reyes@allen-kim.biz,03/06/1989,22751,True,False,True,False,True
Christopher Larson,Christopher_Larson@ross.info,05-01-2000,73856,True,False,True,False,True
Evan Richardson,Evan_Richardson@patrick-cole.com,27-06-1977,591963,True,True,True,False,True
Brittany Salinas,Brittany_Salinas@garrison.com,1979-04-17,4460492,True,True,True,False,True
Theodore Schultz,Theodore_Schultz@dunn.net,2014/11/12,69146,True,True,True,False,False
Allen Hall,Allen_Hall@murphy.org,1976-01-13,123687,True,False,True,False,True
Mark Bailey,Mark_Bailey@greer-davis.com,1988/05/08,20746,True,True,True,False,True
Ashley Barton,Ashley_Barton@hayes.com,1989-03-14,554769,True,True,True,False,True
Melissa Reid,Melissa_Reid@weber.info,07/21/1973,8472955,True,False,True,False,True
Kevin Frazier,Kevin_Frazier@prince.com,2009-10-02,8583765,True,True,True,False,False
Jacqueline Russell,Jacqueline_Russell@barrett.net,05/21/1979,201495,True,True,True,False,True
Jeremy Davidson,Jeremy_Davidson@baker.com,04/24/2014,9045282,True,True,True,False,False
Vincent Taylor,Vincent_Taylor@taylor-rodriguez.net,07/16/1965,6194315,True,True,True,False,True
Daniel Alexander,Daniel_Alexander@chang.info,12/09/1969,1288155,True,False,True,False,True
Katherine Brooks,Katherine_Brooks@mora-hernandez.com,11/11/1966,50836,True,True,True,False,True
Sarah Carlson,Sarah_Carlson@morris.net,08/08/2013,598389,True,True,True,False,False
Stephen Stafford,Stephen_Stafford@lambert.info,05/03/1953,4399928,True,False,True,False,True
Molly Grant,Molly_Grant@porter.com,04/02/1965,5299295,True,True,True,False,True
Vanessa Chase,Vanessa_Chase@waters.com,05/10/2007,4979822,True,True,True,False,False
Katrina Miller,Katrina_Miller@anderson-dawson.biz,25-05-1956,402705,True,False,True,False,True
Karen Hancock,Karen_Hancock@brown.com,09/19/1988,9030904,True,True,True,False,True
Raymond Brooks,Raymond_Brooks@spencer.org,08/29/2007,1951664,True,False,True,False,False
Amanda Reynolds,Amanda_Reynolds@barnes.com,21-10-2016,26241,True,True,True,False,False
Sandra Marquez,Sandra_Marquez@haynes.com,1993-09-04,6355350,True,True,True,False,True
Eric Gregory,Eric_Gregory@wagner.com,1961-06-16,5179343,True,True,True,False,True
Mary Allen,Mary_Allen@king-fisher.org,18-11-2010,3142952,True,False,True,False,False
Michael Santos,Michael_Santos@ball-larson.com,07/03/1993,40466,True,True,True,False,True
Ronnie Ali,Ronnie_Ali@powell.com,07/12/1998,240207,True,True,True,False,True
 Jeff Wilson,Jeff_Wilson@booker.biz,12-07-1950,20197287,True,False,True,True,True
John Richardson,John_Richardson@mccall.biz,29-04-1966,816681,True,False,True,False,True
Joseph Beasley,Joseph_Beasley@woods.org,1989/03/09,816459,True,False,True,False,True
Kyle Brown,Kyle_Brown@williams-benson.com,1987-09-17,4034633,True,True,True,False,True
Ruth Ballard,Ruth_Ballard@byrd-schaefer.info,1994/02/07,7480663,True,False,True,False,True
Michael Bradley,Michael_Bradley@martin.org,1995/07/29,2320284,True,False,True,False,True
Derek Sandoval,Derek_Sandoval@hernandez-martinez.com,1982/04/07,471009,True,True,True,False,True
Kayla Brown,Kayla_Brown@pierce.info,18-10-1989,54681543,True,False,True,True,True
Rodney Harrison,Rodney_Harrison@johnson.com,1993/11/27,9536472,True,True,True,False,True
Whitney Sims,Whitney_Sims@moreno-brewer.info,1992-06-20,5640027,True,False,True,False,True
Carly Wagner,Carly_Wagner@johnson.com,1960/06/14,59171,True,True,True,False,True
Steve Gonzalez,Steve_Gonzalez@young.com,1976-11-28,6214727,True,True,True,False,True
David Fisher,David_Fisher@davis.info,1992-10-09,16961,True,False,True,False,True
Leonard King,Leonard_King@keller.biz,1977-01-26,20751,True,False,True,False,True
Elizabeth Lewis,Elizabeth_Lewis@rivera-gonzalez.biz,1979/07/30,56666,True,False,True,False,True
Brent Moore,Brent_Moore@patel-martin.com,20-10-1992,6751949,True,True,True,False,True
Maria Hunt,Maria_Hunt@bennett.com,06/03/1983,571851,True,True,True,False,True
Robert Howard,Robert_Howard@kim.info,17-07-1967,80566095,True,False,True,True,True
Katherine Smith,Katherine_Smith@bean-king.org,2003-10-29,44340415,True,False,True,True,True
 Andrea Meza,Andrea_Meza@moreno.com,06/06/1986,56501,True,True,True,False,True
Nathan Crane,Nathan_Crane@nolan.info,14-03-1978,9432312,True,False,True,False,True
 Douglas Delgado ,Douglas_Delgado@davis-lane.com,1978-11-03,5880421,True,True,True,False,True
Mariah Garrison,Mariah_Garrison@hogan.biz,15-12-1997,31527511,True,False,True,True,True
Dennis Perez,Dennis_Perez@kelley.info,1993/11/20,2815674,True,False,True,False,True
Veronica Berry,Veronica_Berry@singh-anderson.com,04-10-2014,819843,True,True,True,False,False
Kristine Holland,Kristine_Holland@robertson-lewis.biz,1969-11-05,27426,True,False,True,False,True
Kelly Gregory,Kelly_Gregory@chan-gonzales.com,15-11-1970,753465,True,True,True,False,True
Shawn Brown,Shawn_Brown@smith-dougherty.org,13-01-2014,884547,True,False,True,False,False
Danielle George,Danielle_George@cole.info,12/06/2017,9183 8815,True,False,True,True,False
Alice Freeman,Alice_Freeman@johnson.com,2014/11/05,547245,True,True,True,False,False
Daniel Brown,Daniel_Brown@williams-schneider.biz,1965-02-28,38844959,True,False,True,True,True
Jessica Hopkins,Jessica_Hopkins@watkins.com,2007/04/21,877329,True,True,True,False,False
April Bryant,April_Bryant@edwards-riggs.org,1973-08-26,202863,True,False,True,False,True
Christopher Miller,Christopher_Miller@thornton.com,06/09/1984,69221,True,True,True,False,True
Duane Smith,Duane_Smith@garcia-lopez.com,1977-01-15,55906,True,True,True,False,True
Madeline Sandoval,Madeline_Sandoval@schultz-duncan.biz,02-04-1987,32032871,True,False,True,True,True
 Victoria Kirk,Victoria_Kirk@clark.biz,28-12-2017,81082879,True,False,True,True,False
Paul Davis,Paul_Davis@berg.com,05/01/2003,978435,True,True,True,False,True
Robert Dickerson,Robert_Dickerson@howard.biz,1957/07/25,43682807,True,False,True,True,True
Kevin Lambert ,Kevin_Lambert@hogan.org,1951/03/20,7732992,True,False,True,False,True
Sheila Morton,Sheila_Morton@jones.org,2015/07/16,13556935,True,False,True,True,False
Melanie Dennis,Melanie_Dennis@daniels.com,1988-10-24,8830424,True,True,True,False,True
Melissa Cline,Melissa_Cline@davis.com,29-08-1971,6097904,True,True,True,False,True
Timothy Williams,Timothy_Williams@smith.com,1977-08-22,22536,True,True,True,False,True
Kimberly Anderson,Kimberly_Anderson@sandoval-garcia.com,2009/04/11,94200159,True,True,True,True,False
Sarah Simmons,Sarah_Simmons@nelson.com,1957/02/04,22621,True,True,True,False,True
Michael Bryan,Michael_Bryan@hall.org,1975-07-17,78181,True,False,True,False,True
