first_name,last_name,date_of_birth,email,above_18,membership_id
Lori,Allen,20020916,Lori_Allen@valdez-phillips.com,True,Allen_8c000
Charles,Kelly,19690401,Charles_Kelly@dalton.com,True,Kelly_0c61d
Jonathan,Villa,19751203,Jonathan_Villa@suarez.com,True,Villa_19bdd
Cindy,Jackson,19670727,Cindy_Jackson@garcia-burch.com,True,Jackson_40b1b
Scott,Williams,19800308,Scott_Williams@keller-wong.com,True,Williams_10ae3
Dylan,Hernandez,19950301,Dylan_Hernandez@singleton-johnson.com,True,Hernandez_04544
Michelle,Garcia,19801017,Michelle_Garcia@lynch.com,True,Garcia_6967c
Matthew,Bailey,19870728,Matthew_Bailey@benjamin.com,True,Bailey_255ab
Kristin,Edwards,19820603,Kristin_Edwards@short.com,True,Edwards_e7bbf
Kristen,Kirk,19590823,Kristen_Kirk@ayers.com,True,Kirk_079a3
Ruth,Carrillo,19790905,Ruth_Carrillo@paul.com,True,Carrillo_d036e
Jacob,Stephenson,19541111,Jacob_Stephenson@larson-stevenson.net,True,Stephenson_dd890
Curtis,Flynn,19780926,Curtis_Flynn@cook-drake.com,True,Flynn_066c3
Thomas,Perez,19630220,Thomas_Perez@greene-lopez.com,True,Perez_7a5c3
Sheri,Kline,19940609,Sheri_Kline@hinton.com,True,Kline_e724e
Jeff,Baker,19670424,Jeff_Baker@bentley.com,True,Baker_4cd37
William,Powell,19670721,William_Powell@harrell.com,True,Powell_d1cfb
Shannon,Thomas,19680903,Shannon_Thomas@dawson-alexander.com,True,Thomas_2a3b9
Jeffrey,Murray,19821221,Jeffrey_Murray@jones.net,True,Murray_8d3f7
Carla,Jackson,19940715,Carla_Jackson@morris.com,True,Jackson_5ae26
Kristin,Wagner,19970129,Kristin_Wagner@clayton.com,True,Wagner_83f4e
Kathleen,Rodriguez,19671005,Kathleen_Rodriguez@frost-james.com,True,Rodriguez_3b414
Nicole,Shea,19560102,Nicole_Shea@mcclure.com,True,Shea_abeb3
